Timestamp,WiFi Attenuation,Signal Strength
09:20:06,27,-064
09:20:07,27,-065
09:20:08,27,-065
09:20:09,27,-065
09:20:10,27,-065
09:20:11,27,-065
09:20:12,27,0000
09:20:13,27,0000
09:20:14,27,0000
09:20:15,27,0000
09:20:16,28,0000
09:20:17,28,0000
09:20:18,28,0000
09:20:19,28,0000
09:20:20,28,0000
09:20:22,28,0000
09:20:23,28,0000
09:20:24,28,0000
09:20:25,28,0000
09:20:26,28,0000
09:20:27,28,0000
09:20:28,29,0000
09:20:29,29,0000
09:20:30,29,0000
09:20:31,29,0000
09:20:32,29,0000
09:20:33,29,0000
09:20:34,29,0000
09:20:35,29,0000
09:20:36,29,0000
09:20:37,29,0000
09:20:38,29,0000
09:20:39,30,0000
09:20:40,30,0000
09:20:41,30,0000
09:20:42,30,0000
09:20:43,30,0000
09:20:44,30,0000
09:20:45,30,0000
09:20:47,30,0000
09:20:48,30,0000
09:20:49,30,0000
09:20:50,30,0000
09:20:51,29,0000
09:20:52,29,0000
09:20:53,29,0000
09:20:54,29,0000
09:20:55,29,0000
09:20:56,29,0000
09:20:57,29,0000
09:20:58,29,0000
09:20:59,29,0000
09:21:00,29,0000
09:21:01,29,0000
09:21:02,28,0000
09:21:03,28,0000
09:21:04,28,0000
09:21:05,28,0000
09:21:06,28,0000
09:21:07,28,0000
09:21:09,28,0000
09:21:10,28,0000
09:21:11,28,0000
09:21:12,28,0000
09:21:13,28,0000
09:21:14,27,0000
09:21:15,27,0000
09:21:16,27,0000
09:21:17,27,0000
09:21:18,27,0000
09:21:19,27,0000
09:21:20,27,0000
09:21:21,27,0000
09:21:22,27,0000
09:21:23,27,0000
09:21:24,27,0000
09:21:25,26,0000
09:21:26,26,0000
09:21:27,26,0000
09:21:28,26,0000
09:21:29,26,0000
09:21:30,26,0000
09:21:32,26,0000
09:21:33,26,0000
09:21:34,26,0000
09:21:35,26,0000
09:21:36,26,0000
09:21:37,25,0000
09:21:38,25,0000
09:21:39,25,0000
09:21:40,25,0000
09:21:41,25,0000
09:21:42,25,0000
09:21:43,25,0000
09:21:44,25,0000
09:21:45,25,0000
09:21:46,25,0000
09:21:47,25,0000
09:21:48,24,0000
09:21:49,24,0000
09:21:50,24,0000
09:21:51,24,0000
09:21:52,24,0000
09:21:53,24,0000
09:21:55,24,0000
09:21:56,24,0000
09:21:57,24,0000
09:21:58,24,0000
09:21:59,24,0000
09:22:00,23,0000
09:22:01,23,0000
09:22:02,23,0000
09:22:03,23,0000
09:22:04,23,0000
09:22:05,23,0000
09:22:06,23,0000
09:22:07,23,0000
09:22:08,23,0000
09:22:09,23,0000
09:22:10,23,0000
09:22:11,22,0000
09:22:12,22,0000
09:22:13,22,0000
09:22:14,22,0000
09:22:15,22,0000
09:22:16,22,0000
09:22:18,22,0000
09:22:19,22,0000
09:22:20,22,-060
09:22:21,22,-059
09:22:22,22,-059
09:22:23,21,0000
09:22:24,21,0000
09:22:25,21,-066
09:22:26,21,-063
09:22:27,21,-062
09:22:28,21,0000
09:22:29,21,0000
09:22:30,21,-060
09:22:31,21,-060
09:22:32,21,-060
09:22:33,21,-060
09:22:34,20,-061
09:22:35,20,-061
09:22:36,20,-059
09:22:37,20,-059
09:22:38,20,-059
09:22:39,20,-059
09:22:41,20,-059
09:22:42,20,-059
09:22:43,20,-059
09:22:44,20,-059
09:22:45,20,-060
09:22:46,19,-061
09:22:47,19,-061
09:22:48,19,-060
09:22:49,19,-060
09:22:50,19,-060
09:22:51,19,-060
09:22:52,19,-060
09:22:53,19,-060
09:22:54,19,-060
09:22:55,19,-060
09:22:56,19,-054
09:22:57,18,-055
09:22:58,18,-056
09:22:59,18,-056
09:23:01,18,-055
09:23:02,18,-053
09:23:03,18,-054
09:23:04,18,-054
09:23:05,18,-053
09:23:06,18,-053
09:23:07,18,-055
09:23:08,18,-052
09:23:09,17,-053
09:23:10,17,-053
09:23:11,17,-054
09:23:12,17,-051
09:23:13,17,-053
09:23:14,17,-054
09:23:15,17,-052
09:23:16,17,-052
09:23:18,17,-053
09:23:19,17,-054
09:23:20,17,-053
09:23:21,16,-052
09:23:22,16,-052
09:23:23,16,-051
09:23:24,16,-051
09:23:25,16,-051
09:23:26,16,-051
09:23:27,16,-050
09:23:28,16,-050
09:23:29,16,-051
09:23:30,16,-051
09:23:31,16,-051
09:23:32,15,-051
09:23:33,15,-051
09:23:34,15,-052
09:23:35,15,-052
09:23:36,15,-052
09:23:38,15,-052
09:23:39,15,-052
09:23:40,15,-052
09:23:41,15,-052
09:23:42,15,-050
09:23:43,15,-050
09:23:44,14,-050
09:23:45,14,-050
09:23:46,14,-049
09:23:47,14,-050
09:23:48,14,-048
09:23:49,14,-050
09:23:50,14,-048
09:23:51,14,-050
09:23:52,14,-050
09:23:53,14,-050
09:23:54,14,-048
09:23:55,13,-049
09:23:56,13,-048
09:23:58,13,-048
09:23:59,13,-047
09:24:00,13,-049
09:24:01,13,-049
09:24:02,13,-048
09:24:03,13,-050
09:24:04,13,-048
09:24:05,13,-054
09:24:06,13,-050
09:24:07,12,-048
09:24:08,12,-047
09:24:09,12,-047
09:24:10,12,-047
09:24:11,12,-047
09:24:12,12,-047
09:24:13,12,-048
09:24:14,12,-049
09:24:15,12,-049
09:24:17,12,-049
09:24:18,12,-050
09:24:19,11,-052
09:24:20,11,-052
09:24:21,11,-052
09:24:22,11,-051
09:24:23,11,-046
09:24:24,11,-046
09:24:25,11,-046
09:24:26,11,-046
09:24:27,11,-047
09:24:28,11,-048
09:24:29,11,-046
09:24:30,10,-047
09:24:31,10,-046
09:24:32,10,-046
09:24:33,10,-046
09:24:34,10,-046
09:24:35,10,-045
09:24:36,10,-045
09:24:38,10,-046
09:24:39,10,-045
09:24:40,10,-045
09:24:41,10,-045
09:24:42,9,-045
09:24:43,9,-045
09:24:44,9,-045
09:24:45,9,-045
09:24:46,9,-045
09:24:47,9,-045
09:24:48,9,-045
09:24:49,9,-046
09:24:50,9,-045
09:24:51,9,-045
09:24:52,9,-045
09:24:54,8,-044
09:24:55,8,-047
09:24:56,8,-047
09:24:57,8,-048
09:24:58,8,-052
09:24:59,8,-052
09:25:00,8,-053
09:25:01,8,-053
09:25:02,8,-052
09:25:03,8,-053
09:25:04,8,-044
09:25:05,7,-044
09:25:06,7,-043
09:25:07,7,-042
09:25:08,7,-043
09:25:09,7,-043
09:25:10,7,-051
09:25:11,7,-043
09:25:12,7,-044
09:25:14,7,-046
09:25:15,7,-044
09:25:16,7,-044
09:25:17,6,-044
09:25:18,6,-044
09:25:19,6,-043
09:25:20,6,-043
09:25:21,6,-043
09:25:22,6,-043
09:25:23,6,-043
09:25:24,6,-043
09:25:25,6,-043
09:25:26,6,-042
09:25:27,6,-042
09:25:28,5,-042
09:25:29,5,-046
09:25:31,5,-042
09:25:32,5,-042
09:25:33,5,-042
09:25:34,5,-042
09:25:35,5,-048
09:25:36,5,-046
09:25:37,5,-046
09:25:38,5,-046
09:25:39,5,-048
09:25:40,4,-046
09:25:41,4,-046
09:25:42,4,-045
09:25:43,4,-045
09:25:44,4,-040
09:25:45,4,-040
09:25:46,4,-041
09:25:47,4,-041
09:25:48,4,-041
09:25:49,4,-040
09:25:50,4,-040
09:25:52,3,-040
09:25:53,3,-039
09:25:54,3,-039
09:25:55,3,-040
09:25:56,3,-039
09:25:57,3,-039
09:25:58,3,-039
09:25:59,3,-039
09:26:00,3,-039
09:26:01,3,-040
09:26:02,3,-039
09:26:03,2,-039
09:26:04,2,-038
09:26:05,2,-039
09:26:06,2,-038
09:26:07,2,-038
09:26:09,2,-039
09:26:10,2,-039
09:26:11,2,-039
09:26:12,2,-038
09:26:13,2,-039
09:26:14,2,-038
09:26:15,1,-039
09:26:16,1,-041
09:26:17,1,-042
09:26:18,1,-043
09:26:19,1,-042
09:26:20,1,-047
09:26:21,1,-051
09:26:22,1,-045
09:26:23,1,-046
09:26:24,1,-038
09:26:25,1,-038
09:26:26,0,-038
09:26:27,0,-037
09:26:28,0,-037
09:26:29,0,-037
09:26:30,0,-037
09:26:32,0,-037
09:26:33,0,-037
09:26:34,0,-036
09:26:35,0,-036
09:26:36,0,-037
09:26:37,0,-037
09:26:38,1,-037
09:26:39,1,-037
09:26:40,1,-037
09:26:41,1,-037
09:26:42,1,-038
09:26:43,1,-037
09:26:44,1,-037
09:26:45,1,-037
09:26:46,1,-037
09:26:47,1,-038
09:26:48,1,-037
09:26:49,2,-038
09:26:50,2,-039
09:26:51,2,-039
09:26:53,2,-038
09:26:54,2,-038
09:26:55,2,-039
09:26:56,2,-040
09:26:57,2,-041
09:26:58,2,-047
09:26:59,2,-051
09:27:00,2,-046
09:27:01,3,-046
09:27:02,3,-046
09:27:03,3,-048
09:27:04,3,-053
09:27:05,3,-039
09:27:06,3,-040
09:27:07,3,-040
09:27:08,3,-040
09:27:09,3,-039
09:27:10,3,-040
09:27:11,3,-039
09:27:12,4,-039
09:27:13,4,-040
09:27:15,4,-040
09:27:16,4,-040
09:27:17,4,-041
09:27:18,4,-041
09:27:19,4,-041
09:27:20,4,-041
09:27:21,4,-041
09:27:22,4,-045
09:27:23,4,-040
09:27:24,5,-040
09:27:25,5,-041
09:27:26,5,-042
09:27:27,5,-042
09:27:28,5,-047
09:27:29,5,-042
09:27:30,5,-042
09:27:31,5,-042
09:27:32,5,-041
09:27:34,5,-042
09:27:35,5,-042
09:27:36,6,-046
09:27:37,6,-049
09:27:38,6,-051
09:27:39,6,-052
09:27:40,6,-055
09:27:41,6,-054
09:27:42,6,-050
09:27:43,6,-050
09:27:44,6,-054
09:27:45,6,-042
09:27:46,6,-043
09:27:47,7,-043
09:27:48,7,-048
09:27:49,7,-048
09:27:50,7,-043
09:27:51,7,-043
09:27:52,7,-043
09:27:53,7,-044
09:27:55,7,-043
09:27:56,7,-043
09:27:57,7,-042
09:27:58,7,-043
09:27:59,8,-043
09:28:00,8,-043
09:28:01,8,-044
09:28:02,8,-044
09:28:03,8,-045
09:28:04,8,-045
09:28:05,8,-045
09:28:06,8,-044
09:28:07,8,-044
09:28:08,8,-045
09:28:09,8,-044
09:28:10,9,-044
09:28:11,9,-046
09:28:12,9,-046
09:28:13,9,-046
09:28:15,9,-051
09:28:16,9,-046
09:28:17,9,-048
09:28:18,9,-054
09:28:19,9,-057
09:28:20,9,-056
09:28:21,9,-052
09:28:22,10,-050
09:28:23,10,-053
09:28:24,10,-057
09:28:25,10,-056
09:28:26,10,-047
09:28:27,10,-051
09:28:28,10,-047
09:28:29,10,-047
09:28:30,10,-050
09:28:31,10,-048
09:28:32,10,-047
09:28:33,11,-050
09:28:34,11,-048
09:28:35,11,-047
09:28:36,11,-048
09:28:38,11,-047
09:28:39,11,-054
09:28:40,11,-048
09:28:41,11,-048
09:28:42,11,-048
09:28:43,11,-049
09:28:44,11,-048
09:28:45,12,-048
09:28:46,12,-050
09:28:47,12,-050
09:28:48,12,-050
09:28:49,12,-048
09:28:50,12,-048
09:28:51,12,-048
09:28:52,12,-048
09:28:53,12,-048
09:28:54,12,-048
09:28:55,12,-048
09:28:57,13,-052
09:28:58,13,-050
09:28:59,13,-052
09:29:00,13,-053
09:29:01,13,-054
09:29:02,13,-054
09:29:03,13,-054
09:29:04,13,-054
09:29:05,13,-055
09:29:06,13,-055
09:29:07,13,-049
09:29:08,14,-051
09:29:09,14,-050
09:29:10,14,-051
09:29:11,14,-050
09:29:12,14,-054
09:29:13,14,-050
09:29:14,14,-050
09:29:15,14,-052
09:29:16,14,-051
09:29:17,14,-051
09:29:18,14,-054
09:29:20,15,-050
09:29:21,15,-051
09:29:22,15,-051
09:29:23,15,-052
09:29:24,15,-055
09:29:25,15,-051
09:29:26,15,-052
09:29:27,15,-053
09:29:28,15,-051
09:29:29,15,-052
09:29:30,15,-051
09:29:31,16,-057
09:29:32,16,-052
09:29:33,16,-053
09:29:34,16,-053
09:29:35,16,-053
09:29:36,16,-056
09:29:37,16,-052
09:29:38,16,-053
09:29:40,16,-053
09:29:41,16,-055
09:29:42,16,-055
09:29:43,17,-056
09:29:44,17,-056
09:29:45,17,-056
09:29:46,17,-056
09:29:47,17,-056
09:29:48,17,-053
09:29:49,17,-054
09:29:50,17,-055
09:29:51,17,-055
09:29:52,17,-057
09:29:53,17,-053
09:29:54,18,-055
09:29:55,18,-056
09:29:56,18,-060
09:29:57,18,-056
09:29:58,18,-055
09:29:59,18,-055
09:30:00,18,-056
09:30:02,18,-058
09:30:03,18,-056
09:30:04,18,-057
09:30:05,18,-057
09:30:06,19,-056
09:30:07,19,-058
09:30:08,19,-058
09:30:09,19,-062
09:30:10,19,-058
09:30:11,19,-057
09:30:12,19,-057
09:30:13,19,-056
09:30:14,19,-056
09:30:15,19,-056
09:30:16,19,-060
09:30:17,20,-056
09:30:19,20,-057
09:30:20,20,-057
09:30:21,20,-058
09:30:22,20,-059
09:30:23,20,-059
09:30:24,20,-059
09:30:25,20,-059
09:30:26,20,-059
09:30:27,20,-059
09:30:28,20,-058
09:30:29,21,-059
09:30:30,21,-058
09:30:31,21,-060
09:30:32,21,-060
09:30:33,21,-058
09:30:34,21,-059
09:30:35,21,-058
09:30:36,21,-060
09:30:37,21,-060
09:30:38,21,-060
09:30:40,21,-060
09:30:41,22,-060
09:30:42,22,-059
09:30:43,22,-059
09:30:44,22,-059
09:30:45,22,-060
09:30:46,22,-060
09:30:47,22,-061
09:30:48,22,-061
09:30:49,22,-061
09:30:50,22,-061
09:30:51,22,-060
09:30:52,23,-060
09:30:53,23,-060
09:30:54,23,-060
09:30:55,23,-061
09:30:57,23,-064
09:30:58,23,-063
09:30:59,23,-064
09:31:00,23,-064
09:31:01,23,-062
09:31:02,23,-062
09:31:03,23,-063
09:31:04,24,-063
09:31:05,24,-064
09:31:06,24,-063
09:31:07,24,-063
09:31:08,24,-066
09:31:09,24,-065
09:31:10,24,-065
09:31:11,24,-063
09:31:12,24,-065
09:31:13,24,-062
09:31:14,24,-063
09:31:15,25,-063
09:31:16,25,-063
09:31:17,25,-065
09:31:19,25,-065
09:31:20,25,-066
09:31:21,25,-066
09:31:22,25,-064
09:31:23,25,-063
09:31:24,25,-064
09:31:25,25,-064
09:31:26,25,-064
09:31:27,26,-064
09:31:28,26,-064
09:31:29,26,-064
09:31:30,26,-064
09:31:31,26,-065
09:31:32,26,-065
09:31:33,26,-065
09:31:34,26,-065
09:31:35,26,-066
09:31:36,26,-065
09:31:37,26,-065
09:31:39,27,-064
09:31:40,27,-064
09:31:41,27,-064
09:31:42,27,-067
09:31:43,27,-067
09:31:44,27,-067
09:31:45,27,-067
09:31:46,27,-067
09:31:47,27,-067
09:31:48,27,-067
09:31:49,27,-067
09:31:50,28,-067
09:31:51,28,-067
09:31:52,28,-068
09:31:53,28,-066
09:31:54,28,-066
09:31:55,28,-066
09:31:56,28,-066
09:31:57,28,-066
09:31:58,28,-066
09:31:59,28,-066
09:32:00,28,-066
09:32:02,29,-066
09:32:03,29,-066
09:32:04,29,-067
09:32:05,29,-067
09:32:06,29,-067
09:32:07,29,-068
09:32:08,29,-068
09:32:09,29,-069
09:32:10,29,-069
09:32:11,29,-069
09:32:12,29,-069
09:32:13,30,-069
09:32:14,30,-069
09:32:15,30,-069
09:32:16,30,-069
09:32:17,30,-069
09:32:18,30,-070
09:32:19,30,-070
09:32:20,30,-070
09:32:22,30,-069
09:32:23,30,-069
09:32:24,30,-068
09:32:25,29,-068
09:32:26,29,-068
09:32:27,29,-068
09:32:28,29,-067
09:32:29,29,-067
09:32:30,29,-067
09:32:31,29,-067
09:32:32,29,-067
09:32:33,29,-068
09:32:34,29,-068
09:32:35,29,-068
09:32:36,28,-068
09:32:37,28,-068
09:32:38,28,-064
09:32:39,28,-064
09:32:40,28,-064
09:32:41,28,-064
09:32:42,28,-066
09:32:44,28,-066
09:32:45,28,-066
09:32:46,28,-066
09:32:47,28,-066
09:32:48,27,-066
09:32:49,27,-066
09:32:50,27,-066
09:32:51,27,-066
09:32:52,27,-065
09:32:53,27,-065
09:32:54,27,-064
09:32:55,27,-064
09:32:56,27,-064
09:32:57,27,-064
09:32:58,27,-065
09:32:59,26,-065
09:33:00,26,-065
09:33:01,26,-066
09:33:02,26,-065
09:33:03,26,-065
09:33:05,26,-066
09:33:06,26,-066
09:33:07,26,-066
09:33:08,26,-066
09:33:09,26,-065
09:33:10,26,-065
09:33:11,25,-065
09:33:12,25,-065
09:33:13,25,-062
09:33:14,25,-063
09:33:15,25,-063
09:33:16,25,-063
09:33:17,25,-063
09:33:18,25,-063
09:33:19,25,-061
09:33:20,25,-061
09:33:21,25,-061
09:33:22,24,-065
09:33:23,24,-065
09:33:24,24,-065
09:33:26,24,-065
09:33:27,24,-065
09:33:28,24,-065
09:33:29,24,-065
09:33:30,24,-065
09:33:31,24,-065
09:33:32,24,-065
09:33:33,24,-065
09:33:34,23,-063
09:33:35,23,-064
09:33:36,23,-063
09:33:37,23,-060
09:33:38,23,-059
09:33:39,23,-059
09:33:40,23,-060
09:33:41,23,-060
09:33:42,23,-060
09:33:43,23,-060
09:33:44,23,-060
09:33:46,22,-060
09:33:47,22,-059
09:33:48,22,-060
09:33:49,22,-062
09:33:50,22,-061
09:33:51,22,-062
09:33:52,22,-063
09:33:53,22,-056
09:33:54,22,-060
09:33:55,22,-060
09:33:56,22,-062
09:33:57,21,-062
09:33:58,21,-062
09:33:59,21,-060
09:34:00,21,-060
09:34:01,21,-062
09:34:02,21,-062
09:34:03,21,-061
09:34:05,21,-060
09:34:06,21,-060
09:34:07,21,-060
09:34:08,21,-060
09:34:09,20,-061
09:34:10,20,-062
09:34:11,20,-061
09:34:12,20,-061
09:34:13,20,-060
09:34:14,20,-061
09:34:15,20,-060
09:34:16,20,-061
09:34:17,20,-060
09:34:18,20,-056
09:34:19,20,-062
09:34:20,19,-061
09:34:21,19,-060
09:34:22,19,-062
09:34:23,19,-059
09:34:24,19,-059
09:34:26,19,-059
09:34:27,19,-059
09:34:28,19,-059
09:34:29,19,-061
09:34:30,19,-062
09:34:31,19,-064
09:34:32,18,-063
09:34:33,18,-063
09:34:34,18,-062
09:34:35,18,-062
09:34:36,18,-055
09:34:37,18,-055
09:34:38,18,-054
09:34:39,18,-055
09:34:40,18,-056
09:34:41,18,-055
09:34:42,18,-057
09:34:43,17,-055
09:34:45,17,-055
09:34:46,17,-054
09:34:47,17,-054
09:34:48,17,-055
09:34:49,17,-058
09:34:50,17,-059
09:34:51,17,-058
09:34:52,17,-061
09:34:53,17,-062
09:34:54,17,-062
09:34:55,16,-059
09:34:56,16,-059
09:34:57,16,-053
09:34:58,16,-053
09:34:59,16,-053
09:35:00,16,-056
09:35:01,16,-056
09:35:03,16,-055
09:35:04,16,-055
09:35:05,16,-057
09:35:06,16,-057
09:35:07,15,-054
09:35:08,15,-054
09:35:09,15,-053
09:35:10,15,-053
09:35:11,15,-053
09:35:12,15,-053
09:35:13,15,-053
09:35:14,15,-056
09:35:15,15,-054
09:35:16,15,-054
09:35:17,15,-053
09:35:18,14,-053
09:35:19,14,-053
09:35:20,14,-051
09:35:22,14,-052
09:35:23,14,-053
09:35:24,14,-053
09:35:25,14,-052
09:35:26,14,-051
09:35:27,14,-052
09:35:28,14,-052
09:35:29,14,-054
09:35:30,13,-055
09:35:31,13,-055
09:35:32,13,-055
09:35:33,13,-054
09:35:34,13,-055
09:35:35,13,-057
09:35:36,13,-054
09:35:37,13,-054
09:35:38,13,-051
09:35:39,13,-050
09:35:40,13,-051
09:35:42,12,-052
09:35:43,12,-050
09:35:44,12,-050
09:35:45,12,-050
09:35:46,12,-051
09:35:47,12,-050
09:35:48,12,-052
09:35:49,12,-050
09:35:50,12,-050
09:35:51,12,-051
09:35:52,12,-050
09:35:53,11,-050
09:35:54,11,-049
09:35:55,11,-049
09:35:56,11,-049
09:35:57,11,-049
09:35:59,11,-049
09:36:00,11,-049
09:36:01,11,-049
09:36:02,11,-049
09:36:03,11,-049
09:36:04,11,-050
09:36:05,10,-049
09:36:06,10,-049
09:36:07,10,-048
09:36:08,10,-048
09:36:09,10,-050
09:36:10,10,-051
09:36:11,10,-051
09:36:12,10,-051
09:36:13,10,-051
09:36:14,10,-051
09:36:16,10,-052
09:36:17,9,-051
09:36:18,9,-054
09:36:19,9,-047
09:36:20,9,-047
09:36:21,9,-047
09:36:22,9,-047
09:36:23,9,-047
09:36:24,9,-048
09:36:25,9,-047
09:36:26,9,-049
09:36:27,9,-047
09:36:28,8,-050
09:36:29,8,-046
09:36:30,8,-046
09:36:31,8,-046
09:36:32,8,-046
09:36:33,8,-046
09:36:35,8,-045
09:36:36,8,-046
09:36:37,8,-046
09:36:38,8,-046
09:36:39,8,-046
09:36:40,7,-046
09:36:41,7,-046
09:36:42,7,-045
09:36:43,7,-045
09:36:44,7,-045
09:36:45,7,-046
09:36:46,7,-045
09:36:47,7,-045
09:36:48,7,-045
09:36:49,7,-046
09:36:50,7,-046
09:36:52,6,-048
09:36:53,6,-049
09:36:54,6,-049
09:36:55,6,-048
09:36:56,6,-048
09:36:57,6,-048
09:36:58,6,-048
09:36:59,6,-048
09:37:00,6,-048
09:37:01,6,-044
09:37:02,6,-044
09:37:03,5,-044
09:37:04,5,-045
09:37:05,5,-043
09:37:06,5,-043
