Timestamp,WiFi Attenuation,Noise
09:16:46,9,-080
09:16:47,9,-080
09:16:48,9,-079
09:16:49,10,-077
09:16:50,10,-076
09:16:51,10,-076
09:16:52,10,-076
09:16:53,10,-077
09:16:54,10,-079
09:16:55,10,-078
09:16:56,10,-079
09:16:57,10,-079
09:16:58,10,-078
09:16:59,10,-078
09:17:00,11,-078
09:17:01,11,-077
09:17:02,11,-077
09:17:03,11,-077
09:17:05,11,-077
09:17:06,11,-078
09:17:07,11,-079
09:17:08,11,-079
09:17:09,11,-078
09:17:10,11,-077
09:17:11,11,-077
09:17:12,12,-077
09:17:13,12,-076
09:17:14,12,-075
09:17:15,12,-074
09:17:16,12,-075
09:17:17,12,-078
09:17:18,12,-081
09:17:19,12,-083
09:17:20,12,-083
09:17:21,12,-082
09:17:23,12,-081
09:17:24,13,-079
09:17:25,13,-079
09:17:26,13,-080
09:17:27,13,-081
09:17:28,13,-080
09:17:29,13,-079
09:17:30,13,-077
09:17:31,13,-078
09:17:32,13,-077
09:17:33,13,-075
09:17:34,13,-075
09:17:35,14,-077
09:17:36,14,-079
09:17:37,14,-079
09:17:38,14,-078
09:17:39,14,-076
09:17:40,14,-074
09:17:41,14,-074
09:17:43,14,-073
09:17:44,14,-073
09:17:45,14,-075
09:17:46,14,-077
09:17:47,15,-078
09:17:48,15,-078
09:17:49,15,-077
09:17:50,15,-076
09:17:51,15,-073
09:17:52,15,-073
09:17:53,15,-074
09:17:54,15,-075
09:17:55,15,-076
09:17:56,15,-075
09:17:57,15,-075
09:17:58,16,-077
09:17:59,16,-079
09:18:00,16,-079
09:18:02,16,-078
09:18:03,16,-077
09:18:04,16,-075
09:18:05,16,-075
09:18:06,16,-076
09:18:07,16,-076
09:18:08,16,-075
09:18:09,16,-076
09:18:10,17,-077
09:18:11,17,-076
09:18:12,17,-076
09:18:13,17,-075
09:18:14,17,-073
09:18:15,17,-071
09:18:16,17,-072
09:18:17,17,-074
09:18:18,17,-075
09:18:19,17,-077
09:18:20,17,-077
09:18:21,18,-076
09:18:22,18,-075
09:18:24,18,-073
09:18:25,18,-072
09:18:26,18,-072
09:18:27,18,-074
09:18:28,18,-076
09:18:29,18,-078
09:18:30,18,-078
09:18:31,18,-076
09:18:32,18,-074
09:18:33,19,-073
09:18:34,19,-075
09:18:35,19,-076
09:18:36,19,-076
09:18:37,19,-078
09:18:38,19,-079
09:18:39,19,-079
09:18:40,19,-078
09:18:41,19,-077
09:18:43,19,-075
09:18:44,19,-073
09:18:45,20,-073
09:18:46,20,-075
09:18:47,20,-076
09:18:48,20,-078
09:18:49,20,-080
09:18:50,20,-081
09:18:51,20,-080
09:18:52,20,-079
09:18:53,20,-077
09:18:54,20,-076
09:18:55,20,-077
09:18:56,21,-079
09:18:57,21,-079
09:18:58,21,-079
09:18:59,21,-078
09:19:00,21,-077
09:19:01,21,-076
09:19:02,21,-076
09:19:03,21,-076
09:19:04,21,-076
09:19:05,21,-076
09:19:07,21,-076
09:19:08,22,-076
09:19:09,22,-077
09:19:10,22,-076
09:19:11,22,-077
09:19:12,22,-076
09:19:13,22,-076
09:19:14,22,-076
09:19:15,22,-076
09:19:16,22,-076
09:19:17,22,-076
09:19:18,22,-075
09:19:19,23,-076
09:19:20,23,-076
09:19:21,23,-076
09:19:23,23,-079
09:19:24,23,-079
09:19:25,23,-080
09:19:26,23,-078
09:19:27,23,-077
09:19:28,23,-077
09:19:29,23,-076
09:19:30,23,-075
09:19:31,24,-075
09:19:32,24,-076
09:19:33,24,-078
09:19:34,24,-079
09:19:35,24,-078
09:19:36,24,-076
09:19:37,24,-074
09:19:38,24,-074
09:19:39,24,-075
09:19:40,24,-075
09:19:41,24,-074
09:19:42,25,-074
09:19:43,25,-074
09:19:44,25,-076
09:19:46,25,-078
09:19:47,25,-077
09:19:48,25,-077
09:19:49,25,-075
09:19:50,25,-074
09:19:51,25,-072
09:19:52,25,-071
09:19:53,25,-072
09:19:54,26,-074
09:19:55,26,-075
09:19:56,26,-075
09:19:57,26,-076
09:19:58,26,-078
09:19:59,26,-079
09:20:00,26,-080
09:20:01,26,-080
09:20:03,26,-078
09:20:04,26,-076
09:20:05,26,-075
09:20:06,27,-072
09:20:07,27,-075
09:20:08,27,-078
09:20:09,27,-081
09:20:10,27,-081
09:20:11,27,-081
09:20:12,27,0000
09:20:13,27,0000
09:20:14,27,0000
09:20:15,27,0000
09:20:16,27,0000
09:20:17,28,0000
09:20:18,28,0000
09:20:19,28,0000
09:20:20,28,0000
09:20:22,28,0000
09:20:23,28,0000
09:20:24,28,0000
09:20:25,28,0000
09:20:26,28,0000
09:20:27,28,0000
09:20:28,28,0000
09:20:29,29,0000
09:20:30,29,0000
09:20:31,29,0000
09:20:32,29,0000
09:20:33,29,0000
09:20:34,29,0000
09:20:35,29,0000
09:20:36,29,0000
09:20:37,29,0000
09:20:38,29,0000
09:20:39,29,0000
09:20:40,30,0000
09:20:41,30,0000
09:20:42,30,0000
09:20:43,30,0000
09:20:44,30,0000
09:20:45,30,0000
09:20:47,30,0000
09:20:48,30,0000
09:20:49,30,0000
09:20:50,30,0000
09:20:51,30,0000
09:20:52,29,0000
09:20:53,29,0000
09:20:54,29,0000
09:20:55,29,0000
09:20:56,29,0000
09:20:57,29,0000
09:20:58,29,0000
09:20:59,29,0000
09:21:00,29,0000
09:21:01,29,0000
09:21:02,29,0000
09:21:03,28,0000
09:21:04,28,0000
09:21:05,28,0000
09:21:06,28,0000
09:21:07,28,0000
09:21:08,28,0000
09:21:10,28,0000
09:21:11,28,0000
09:21:12,28,0000
09:21:13,28,0000
09:21:14,28,0000
09:21:15,27,0000
09:21:16,27,0000
09:21:17,27,0000
09:21:18,27,0000
09:21:19,27,0000
09:21:20,27,0000
09:21:21,27,0000
09:21:22,27,0000
09:21:23,27,0000
09:21:24,27,0000
09:21:25,27,0000
09:21:26,26,0000
09:21:27,26,0000
09:21:28,26,0000
09:21:29,26,0000
09:21:30,26,0000
09:21:32,26,0000
09:21:33,26,0000
09:21:34,26,0000
09:21:35,26,0000
09:21:36,26,0000
09:21:37,26,0000
09:21:38,25,0000
09:21:39,25,0000
09:21:40,25,0000
09:21:41,25,0000
09:21:42,25,0000
09:21:43,25,0000
09:21:44,25,0000
09:21:45,25,0000
09:21:46,25,0000
09:21:47,25,0000
09:21:48,25,0000
09:21:49,24,0000
09:21:50,24,0000
09:21:51,24,0000
09:21:52,24,0000
09:21:53,24,0000
09:21:55,24,0000
09:21:56,24,0000
09:21:57,24,0000
09:21:58,24,0000
09:21:59,24,0000
09:22:00,24,0000
09:22:01,23,0000
09:22:02,23,0000
09:22:03,23,0000
09:22:04,23,0000
09:22:05,23,0000
09:22:06,23,0000
09:22:07,23,0000
09:22:08,23,0000
09:22:09,23,0000
09:22:10,23,0000
09:22:11,23,0000
09:22:12,22,0000
09:22:13,22,0000
09:22:14,22,0000
09:22:15,22,0000
09:22:16,22,0000
09:22:18,22,0000
09:22:19,22,0000
09:22:20,22,-089
09:22:21,22,-085
09:22:22,22,-083
09:22:23,22,0000
09:22:24,21,0000
09:22:25,21,-091
09:22:26,21,-090
09:22:27,21,-088
09:22:28,21,0000
09:22:29,21,0000
09:22:30,21,-091
09:22:31,21,-090
09:22:32,21,-088
09:22:33,21,-086
09:22:34,21,-084
09:22:35,20,-081
09:22:36,20,-079
09:22:37,20,-081
09:22:38,20,-084
09:22:39,20,-087
09:22:41,20,-088
09:22:42,20,-088
09:22:43,20,-087
09:22:44,20,-088
09:22:45,20,-090
09:22:46,20,-090
09:22:47,19,-090
09:22:48,19,-089
09:22:49,19,-089
09:22:50,19,-089
09:22:51,19,-090
09:22:52,19,-089
09:22:53,19,-087
09:22:54,19,-086
09:22:55,19,-086
09:22:56,19,-087
09:22:57,19,-089
09:22:58,18,-089
09:22:59,18,-089
09:23:00,18,-087
09:23:02,18,-085
09:23:03,18,-087
09:23:04,18,-089
09:23:05,18,-090
09:23:06,18,-089
09:23:07,18,-088
09:23:08,18,-087
09:23:09,18,-086
09:23:10,17,-088
09:23:11,17,-088
09:23:12,17,-087
09:23:13,17,-087
09:23:14,17,-087
09:23:15,17,-089
09:23:16,17,-090
09:23:18,17,-091
09:23:19,17,-091
09:23:20,17,-090
09:23:21,17,-090
09:23:22,16,-089
09:23:23,16,-089
09:23:24,16,-090
09:23:25,16,-089
09:23:26,16,-090
09:23:27,16,-091
09:23:28,16,-090
09:23:29,16,-089
09:23:30,16,-089
09:23:31,16,-088
09:23:32,16,-088
09:23:33,15,-090
09:23:34,15,-089
09:23:35,15,-091
09:23:36,15,-090
09:23:38,15,-089
09:23:39,15,-088
09:23:40,15,-088
09:23:41,15,-089
09:23:42,15,-088
09:23:43,15,-089
09:23:44,15,-088
09:23:45,14,-087
09:23:46,14,-084
09:23:47,14,-085
09:23:48,14,-086
09:23:49,14,-086
09:23:50,14,-085
09:23:51,14,-082
09:23:52,14,-080
09:23:53,14,-078
09:23:54,14,-077
09:23:55,14,-077
09:23:56,13,-076
09:23:58,13,-074
09:23:59,13,-077
09:24:00,13,-079
09:24:01,13,-080
09:24:02,13,-079
09:24:03,13,-078
09:24:04,13,-076
09:24:05,13,-077
09:24:06,13,-077
09:24:07,13,-077
09:24:08,12,-078
09:24:09,12,-078
09:24:10,12,-081
09:24:11,12,-080
09:24:12,12,-079
09:24:13,12,-079
09:24:14,12,-078
09:24:15,12,-075
09:24:16,12,-075
09:24:18,12,-076
09:24:19,12,-079
09:24:20,11,-079
09:24:21,11,-080
09:24:22,11,-080
09:24:23,11,-078
09:24:24,11,-077
09:24:25,11,-078
09:24:26,11,-080
09:24:27,11,-083
09:24:28,11,-083
09:24:29,11,-081
09:24:30,11,-079
09:24:31,10,-076
09:24:32,10,-076
09:24:33,10,-077
09:24:34,10,-078
09:24:35,10,-077
09:24:36,10,-076
09:24:38,10,-076
09:24:39,10,-079
09:24:40,10,-080
09:24:41,10,-081
09:24:42,10,-080
09:24:43,9,-078
09:24:44,9,-077
09:24:45,9,-076
09:24:46,9,-077
09:24:47,9,-078
09:24:48,9,-080
09:24:49,9,-080
09:24:50,9,-080
09:24:51,9,-079
09:24:52,9,-077
09:24:54,9,-078
09:24:55,8,-078
09:24:56,8,-077
09:24:57,8,-075
09:24:58,8,-075
09:24:59,8,-076
09:25:00,8,-077
09:25:01,8,-078
09:25:02,8,-080
09:25:03,8,-080
09:25:04,8,-080
09:25:05,8,-080
09:25:06,7,-077
09:25:07,7,-077
09:25:08,7,-077
09:25:09,7,-080
09:25:10,7,-085
09:25:11,7,-085
09:25:12,7,-083
09:25:13,7,-081
09:25:15,7,-084
09:25:16,7,-087
09:25:17,7,-086
09:25:18,6,-084
09:25:19,6,-082
09:25:20,6,-081
09:25:21,6,-080
09:25:22,6,-080
09:25:23,6,-082
09:25:24,6,-081
09:25:25,6,-081
09:25:26,6,-081
09:25:27,6,-080
09:25:28,6,-078
09:25:29,5,-078
09:25:30,5,-079
09:25:32,5,-081
09:25:33,5,-083
09:25:34,5,-082
09:25:35,5,-080
09:25:36,5,-080
09:25:37,5,-080
09:25:38,5,-083
09:25:39,5,-084
09:25:40,5,-085
09:25:41,4,-085
09:25:42,4,-086
09:25:43,4,-086
09:25:44,4,-085
09:25:45,4,-083
09:25:46,4,-082
09:25:47,4,-081
09:25:48,4,-080
09:25:49,4,-080
09:25:50,4,-082
09:25:52,4,-085
09:25:53,3,-086
09:25:54,3,-085
09:25:55,3,-085
09:25:56,3,-084
09:25:57,3,-085
09:25:58,3,-086
09:25:59,3,-086
09:26:00,3,-085
09:26:01,3,-084
09:26:02,3,-084
09:26:03,3,-083
09:26:04,2,-081
09:26:05,2,-078
09:26:06,2,-076
09:26:07,2,-078
09:26:08,2,-081
09:26:10,2,-083
09:26:11,2,-084
09:26:12,2,-084
09:26:13,2,-084
09:26:14,2,-083
09:26:15,2,-082
09:26:16,1,-083
09:26:17,1,-083
09:26:18,1,-084
09:26:19,1,-083
09:26:20,1,-081
09:26:21,1,-081
09:26:22,1,-080
09:26:23,1,-079
09:26:24,1,-080
09:26:25,1,-079
09:26:26,1,-080
09:26:27,0,-082
09:26:28,0,-082
09:26:29,0,-084
09:26:30,0,-086
09:26:32,0,-086
09:26:33,0,-085
09:26:34,0,-083
09:26:35,0,-083
09:26:36,0,-082
09:26:37,0,-082
09:26:38,0,-081
09:26:39,1,-080
09:26:40,1,-083
09:26:41,1,-084
09:26:42,1,-082
09:26:43,1,-080
09:26:44,1,-078
09:26:45,1,-079
09:26:46,1,-082
09:26:47,1,-082
09:26:48,1,-081
09:26:49,1,-080
09:26:50,2,-082
09:26:51,2,-083
09:26:53,2,-084
09:26:54,2,-084
09:26:55,2,-084
09:26:56,2,-085
09:26:57,2,-086
09:26:58,2,-087
09:26:59,2,-088
09:27:00,2,-087
09:27:01,2,-084
09:27:02,3,-082
09:27:03,3,-081
09:27:04,3,-079
09:27:05,3,-080
09:27:06,3,-082
09:27:07,3,-084
09:27:08,3,-085
09:27:09,3,-084
09:27:10,3,-081
09:27:11,3,-080
09:27:12,3,-082
09:27:13,4,-082
09:27:15,4,-082
09:27:16,4,-082
09:27:17,4,-085
09:27:18,4,-087
09:27:19,4,-086
09:27:20,4,-084
09:27:21,4,-081
09:27:22,4,-081
09:27:23,4,-083
09:27:24,4,-085
09:27:25,5,-086
09:27:26,5,-086
09:27:27,5,-087
09:27:28,5,-086
09:27:29,5,-085
09:27:30,5,-083
09:27:31,5,-080
09:27:32,5,-078
09:27:34,5,-078
09:27:35,5,-079
09:27:36,5,-081
09:27:37,6,-083
09:27:38,6,-084
09:27:39,6,-084
09:27:40,6,-084
09:27:41,6,-084
09:27:42,6,-083
09:27:43,6,-081
09:27:44,6,-080
09:27:45,6,-081
09:27:46,6,-082
09:27:47,6,-083
09:27:48,7,-083
09:27:49,7,-083
09:27:50,7,-083
09:27:51,7,-083
09:27:52,7,-083
09:27:53,7,-083
09:27:55,7,-084
09:27:56,7,-084
09:27:57,7,-083
09:27:58,7,-083
09:27:59,7,-083
09:28:00,8,-082
09:28:01,8,-081
09:28:02,8,-081
09:28:03,8,-081
09:28:04,8,-080
09:28:05,8,-081
09:28:06,8,-081
09:28:07,8,-080
09:28:08,8,-080
09:28:09,8,-080
09:28:10,8,-081
09:28:11,9,-080
09:28:12,9,-081
09:28:13,9,-082
09:28:15,9,-084
09:28:16,9,-085
09:28:17,9,-086
09:28:18,9,-085
09:28:19,9,-085
09:28:20,9,-086
09:28:21,9,-086
09:28:22,9,-085
09:28:23,10,-084
09:28:24,10,-085
09:28:25,10,-084
09:28:26,10,-084
09:28:27,10,-083
09:28:28,10,-081
09:28:29,10,-079
09:28:30,10,-077
09:28:31,10,-077
09:28:32,10,-078
09:28:33,10,-077
09:28:34,11,-078
09:28:35,11,-079
09:28:36,11,-081
09:28:38,11,-080
09:28:39,11,-083
09:28:40,11,-085
09:28:41,11,-085
09:28:42,11,-086
09:28:43,11,-087
09:28:44,11,-087
09:28:45,11,-086
09:28:46,12,-083
09:28:47,12,-081
09:28:48,12,-080
09:28:49,12,-080
09:28:50,12,-082
09:28:51,12,-081
09:28:52,12,-083
09:28:53,12,-083
09:28:54,12,-081
09:28:55,12,-078
09:28:57,12,-076
09:28:58,13,-075
09:28:59,13,-077
09:29:00,13,-077
09:29:01,13,-079
09:29:02,13,-079
09:29:03,13,-079
09:29:04,13,-080
09:29:05,13,-079
09:29:06,13,-076
09:29:07,13,-074
09:29:08,13,-074
09:29:09,14,-075
09:29:10,14,-077
09:29:11,14,-077
09:29:12,14,-076
09:29:13,14,-077
09:29:14,14,-079
09:29:15,14,-083
09:29:16,14,-085
09:29:17,14,-087
09:29:18,14,-086
09:29:19,14,-085
09:29:21,15,-084
09:29:22,15,-082
09:29:23,15,-080
09:29:24,15,-078
09:29:25,15,-076
09:29:26,15,-076
09:29:27,15,-075
09:29:28,15,-076
09:29:29,15,-078
09:29:30,15,-077
09:29:31,15,-077
09:29:32,16,-079
09:29:33,16,-081
09:29:34,16,-084
09:29:35,16,-087
09:29:36,16,-086
09:29:37,16,-084
09:29:38,16,-082
09:29:40,16,-080
09:29:41,16,-082
09:29:42,16,-085
09:29:43,16,-086
09:29:44,17,-085
09:29:45,17,-084
09:29:46,17,-083
09:29:47,17,-084
09:29:48,17,-084
09:29:49,17,-085
09:29:50,17,-085
09:29:51,17,-082
09:29:52,17,-082
09:29:53,17,-081
09:29:54,17,-083
09:29:55,18,-085
09:29:56,18,-085
09:29:57,18,-083
09:29:58,18,-081
09:29:59,18,-079
09:30:00,18,-080
09:30:01,18,-082
09:30:03,18,-084
09:30:04,18,-085
09:30:05,18,-085
09:30:06,18,-084
09:30:07,19,-082
09:30:08,19,-080
09:30:09,19,-079
09:30:10,19,-081
09:30:11,19,-084
09:30:12,19,-085
09:30:13,19,-084
09:30:14,19,-083
09:30:15,19,-084
09:30:16,19,-085
09:30:17,19,-085
09:30:18,20,-084
09:30:20,20,-082
09:30:21,20,-083
09:30:22,20,-083
09:30:23,20,-085
09:30:24,20,-086
09:30:25,20,-086
09:30:26,20,-084
09:30:27,20,-083
09:30:28,20,-084
09:30:29,20,-083
09:30:30,21,-082
09:30:31,21,-082
09:30:32,21,-082
09:30:33,21,-084
09:30:34,21,-085
09:30:35,21,-084
09:30:36,21,-082
09:30:37,21,-080
09:30:38,21,-079
09:30:40,21,-080
09:30:41,21,-081
09:30:42,22,-082
09:30:43,22,-082
09:30:44,22,-083
09:30:45,22,-084
09:30:46,22,-082
09:30:47,22,-081
09:30:48,22,-082
09:30:49,22,-081
09:30:50,22,-081
09:30:51,22,-080
09:30:52,22,-080
09:30:53,23,-081
09:30:54,23,-083
09:30:55,23,-082
09:30:57,23,-080
09:30:58,23,-081
09:30:59,23,-080
09:31:00,23,-078
09:31:01,23,-078
09:31:02,23,-078
09:31:03,23,-077
09:31:04,23,-080
09:31:05,24,-080
09:31:06,24,-077
09:31:07,24,-078
09:31:08,24,-078
09:31:09,24,-078
09:31:10,24,-079
09:31:11,24,-079
09:31:12,24,-078
09:31:13,24,-078
09:31:14,24,-078
09:31:15,24,-078
09:31:16,25,-077
09:31:17,25,-075
09:31:18,25,-076
09:31:20,25,-077
09:31:21,25,-080
09:31:22,25,-083
09:31:23,25,-085
09:31:24,25,-086
09:31:25,25,-085
09:31:26,25,-084
09:31:27,25,-084
09:31:28,26,-084
09:31:29,26,-083
09:31:30,26,-082
09:31:31,26,-083
09:31:32,26,-083
09:31:33,26,-086
09:31:34,26,-085
09:31:35,26,-083
09:31:36,26,-082
09:31:37,26,-080
09:31:39,26,-078
09:31:40,27,-079
09:31:41,27,-082
09:31:42,27,-085
09:31:43,27,-085
09:31:44,27,-084
09:31:45,27,-083
09:31:46,27,-080
09:31:47,27,-079
09:31:48,27,-078
09:31:49,27,-076
09:31:50,27,-077
09:31:51,28,-077
09:31:52,28,-079
09:31:53,28,-079
09:31:54,28,-077
09:31:55,28,-074
09:31:56,28,-075
09:31:57,28,-079
09:31:58,28,-082
09:31:59,28,-085
09:32:00,28,-085
09:32:02,28,-084
09:32:03,29,-083
09:32:04,29,-081
09:32:05,29,-079
09:32:06,29,-078
09:32:07,29,-077
09:32:08,29,-077
09:32:09,29,-078
09:32:10,29,-080
09:32:11,29,-084
09:32:12,29,-084
09:32:13,29,-083
09:32:14,30,-083
09:32:15,30,-083
09:32:16,30,-082
09:32:17,30,-080
09:32:18,30,-079
09:32:19,30,-079
09:32:20,30,-082
09:32:22,30,-082
09:32:23,30,-082
09:32:24,30,-082
09:32:25,30,-082
09:32:26,29,-082
09:32:27,29,-082
09:32:28,29,-083
09:32:29,29,-085
09:32:30,29,-087
09:32:31,29,-091
09:32:32,29,-092
09:32:33,29,-091
09:32:34,29,-089
09:32:35,29,-088
09:32:36,29,-085
09:32:37,28,-088
09:32:38,28,-088
09:32:39,28,-087
09:32:40,28,-086
09:32:41,28,-085
09:32:42,28,-087
09:32:44,28,-088
09:32:45,28,-088
09:32:46,28,-088
09:32:47,28,-088
09:32:48,28,-089
09:32:49,27,-091
09:32:50,27,-091
09:32:51,27,-089
09:32:52,27,-090
09:32:53,27,-089
09:32:54,27,-087
09:32:55,27,-087
09:32:56,27,-086
09:32:57,27,-088
09:32:58,27,-088
09:32:59,27,-087
09:33:00,26,-087
09:33:01,26,-087
09:33:02,26,-088
09:33:03,26,-089
09:33:05,26,-088
09:33:06,26,-085
09:33:07,26,-084
09:33:08,26,-086
09:33:09,26,-089
09:33:10,26,-091
09:33:11,26,-090
09:33:12,25,-090
09:33:13,25,-089
09:33:14,25,-088
09:33:15,25,-087
09:33:16,25,-087
09:33:17,25,-088
09:33:18,25,-089
09:33:19,25,-089
09:33:20,25,-089
09:33:21,25,-088
09:33:22,25,-088
09:33:23,24,-089
09:33:24,24,-089
09:33:26,24,-090
09:33:27,24,-090
09:33:28,24,-090
09:33:29,24,-091
09:33:30,24,-091
09:33:31,24,-090
09:33:32,24,-090
09:33:33,24,-089
09:33:34,24,-088
09:33:35,23,-087
09:33:36,23,-085
09:33:37,23,-083
09:33:38,23,-082
09:33:39,23,-081
09:33:40,23,-084
09:33:41,23,-085
09:33:42,23,-085
09:33:43,23,-084
09:33:44,23,-082
09:33:45,23,-079
09:33:47,22,-077
09:33:48,22,-077
09:33:49,22,-076
09:33:50,22,-076
09:33:51,22,-076
09:33:52,22,-076
09:33:53,22,-077
09:33:54,22,-078
09:33:55,22,-079
09:33:56,22,-079
09:33:57,22,-077
09:33:58,21,-076
09:33:59,21,-074
09:34:00,21,-071
09:34:01,21,-072
09:34:02,21,-075
09:34:03,21,-077
09:34:05,21,-080
09:34:06,21,-080
09:34:07,21,-079
09:34:08,21,-077
09:34:09,21,-076
09:34:10,20,-078
09:34:11,20,-080
09:34:12,20,-079
09:34:13,20,-078
09:34:14,20,-077
09:34:15,20,-076
09:34:16,20,-074
09:34:17,20,-074
09:34:18,20,-074
09:34:19,20,-075
09:34:20,20,-077
09:34:21,19,-080
09:34:22,19,-082
09:34:23,19,-082
09:34:24,19,-081
09:34:26,19,-079
09:34:27,19,-079
09:34:28,19,-078
09:34:29,19,-077
09:34:30,19,-075
09:34:31,19,-073
09:34:32,19,-071
09:34:33,18,-071
09:34:34,18,-073
09:34:35,18,-075
09:34:36,18,-079
09:34:37,18,-078
09:34:38,18,-077
09:34:39,18,-078
09:34:40,18,-077
09:34:41,18,-077
09:34:42,18,-078
09:34:43,18,-078
09:34:45,17,-079
09:34:46,17,-079
09:34:47,17,-078
09:34:48,17,-079
09:34:49,17,-078
09:34:50,17,-078
09:34:51,17,-081
09:34:52,17,-080
09:34:53,17,-080
09:34:54,17,-080
09:34:55,17,-077
09:34:56,16,-074
09:34:57,16,-073
09:34:58,16,-074
09:34:59,16,-074
09:35:00,16,-073
09:35:01,16,-073
09:35:02,16,-074
09:35:04,16,-074
09:35:05,16,-075
09:35:06,16,-077
09:35:07,16,-078
09:35:08,15,-078
09:35:09,15,-077
09:35:10,15,-076
09:35:11,15,-074
09:35:12,15,-074
09:35:13,15,-077
09:35:14,15,-078
09:35:15,15,-077
09:35:16,15,-077
09:35:17,15,-078
09:35:18,15,-079
09:35:19,14,-080
09:35:20,14,-079
09:35:22,14,-078
09:35:23,14,-076
09:35:24,14,-074
09:35:25,14,-074
09:35:26,14,-075
09:35:27,14,-077
09:35:28,14,-079
09:35:29,14,-079
09:35:30,14,-080
09:35:31,13,-079
09:35:32,13,-078
09:35:33,13,-077
09:35:34,13,-077
09:35:35,13,-076
09:35:36,13,-077
09:35:37,13,-077
09:35:38,13,-078
09:35:39,13,-079
09:35:40,13,-078
09:35:42,13,-078
09:35:43,12,-077
09:35:44,12,-075
09:35:45,12,-075
09:35:46,12,-078
09:35:47,12,-079
09:35:48,12,-080
09:35:49,12,-080
09:35:50,12,-079
09:35:51,12,-076
09:35:52,12,-076
09:35:53,12,-078
09:35:54,11,-080
09:35:55,11,-082
09:35:56,11,-082
09:35:57,11,-081
09:35:59,11,-079
09:36:00,11,-078
09:36:01,11,-076
09:36:02,11,-077
09:36:03,11,-078
09:36:04,11,-079
09:36:05,11,-081
09:36:06,10,-079
09:36:07,10,-080
09:36:08,10,-081
09:36:09,10,-081
09:36:10,10,-079
09:36:11,10,-076
09:36:12,10,-074
09:36:13,10,-074
09:36:14,10,-076
09:36:15,10,-077
09:36:17,10,-077
09:36:18,9,-076
09:36:19,9,-077
09:36:20,9,-076
09:36:21,9,-076
09:36:22,9,-077
09:36:23,9,-078
09:36:24,9,-078
09:36:25,9,-077
09:36:26,9,-078
09:36:27,9,-076
09:36:28,9,-077
09:36:29,8,-077
09:36:30,8,-075
09:36:31,8,-076
09:36:32,8,-076
09:36:33,8,-076
09:36:35,8,-076
09:36:36,8,-075
09:36:37,8,-074
09:36:38,8,-075
09:36:39,8,-077
09:36:40,8,-076
09:36:41,7,-075
09:36:42,7,-074
09:36:43,7,-076
09:36:44,7,-076
09:36:45,7,-075
09:36:46,7,-074
09:36:47,7,-075
09:36:48,7,-077
09:36:49,7,-080
09:36:50,7,-081
09:36:51,7,-080
09:36:53,6,-079
09:36:54,6,-078
09:36:55,6,-076
09:36:56,6,-076
09:36:57,6,-077
09:36:58,6,-078
09:36:59,6,-078
09:37:00,6,-078
09:37:01,6,-076
09:37:02,6,-075
09:37:03,6,-077
09:37:04,5,-077
09:37:05,5,-077
09:37:06,5,-078
09:37:07,5,-077
